Crime_ID,FIR_No,Date,Time,Crime_Type,City,Area,Victim_Age,Victim_Gender,Weapon,Police_Station,Status
C0236,FIR202400236,2024-01-06,08:05,Assault,Ongole,Kurnool Road,30.0,Female,Stick,Central PS,Pending
C0237,FIR202400237,2024-04-20,06:50,Murder,Kadapa,YV Street,56.0,Female,Gun,East PS,Pending
C0238,FIR202400238,2024-03-25,09:05,Cyber Crime,Tirupati,Alipiri,33.0,Male,,South PS,Solved
C0239,FIR202500239,2025-03-09,12:55,Robbery,Vizianagaram,RTC Complex,67.0,Female,Knife,North PS,Pending
C0240,FIR202500240,2025-08-31,10:45,Assault,Rajahmundry,Innespeta,31.0,Female,Stick,North PS,Pending
C0241,FIR202400241,2024-12-07,01:30,Assault,Tirupati,Bairagipatteda,41.0,Female,Stick,South PS,Pending
C0242,FIR202400242,2024-04-29,12:00,Cyber Crime,Visakhapatnam,Gajuwaka,26.0,Male,,North PS,Pending
C0243,FIR202500243,2025-05-09,10:20,Assault,Anantapur,Sapthagiri Circle,49.0,Female,Stick,North PS,Pending
C0244,FIR202400244,2024-09-30,19:05,Assault,Nellore,Magunta Layout,60.0,Male,Stick,West PS,Solved
C0245,FIR202400245,2024-08-23,07:55,Theft,Anantapur,Sapthagiri Circle,44.0,Male,,East PS,Solved
C0246,FIR202500246,2025-10-11,10:10,Cyber Crime,Eluru,Ashok Nagar,60.0,Female,,West PS,Solved
C0247,FIR202400247,2024-11-27,22:00,Assault,Rajahmundry,Danavaipeta,44.0,Female,Stick,South PS,Pending
C0248,FIR202500248,2025-08-14,08:45,Robbery,Nellore,Magunta Layout,62.0,Male,Knife,North PS,Pending
C0249,FIR202500249,2025-05-09,22:40,Theft,Vijayawada,Kanuru,53.0,Female,,North PS,Solved
C0250,FIR202500250,2025-10-17,22:35,Cyber Crime,Kadapa,YV Street,56.0,Male,,West PS,Solved
C0251,FIR202500251,2025-04-09,11:00,Robbery,Kadapa,YV Street,27.0,Female,Knife,Central PS,Pending
C0252,FIR202500252,2025-02-25,22:15,Robbery,Kurnool,Nandyal Checkpost,44.0,Male,Knife,North PS,Pending
C0253,FIR202400253,2024-11-24,16:05,Theft,Kadapa,YV Street,21.0,Female,,South PS,Solved
C0254,FIR202500254,2025-10-18,05:50,Theft,Anantapur,Sapthagiri Circle,60.0,Female,,North PS,Pending
C0255,FIR202500255,2025-06-30,11:00,Assault,Anantapur,Sapthagiri Circle,38.0,Female,Stick,Central PS,Solved
C0256,FIR202500256,2025-03-14,07:20,Assault,Kadapa,YV Street,26.0,Male,Stick,East PS,Pending
C0257,FIR202400257,2024-07-30,22:45,Robbery,Anantapur,Sapthagiri Circle,51.0,Female,Knife,West PS,Solved
C0258,FIR202400258,2024-02-14,13:05,Cyber Crime,Eluru,Ashok Nagar,60.0,Female,,Central PS,Solved
C0259,FIR202400259,2024-04-07,08:35,Murder,Ongole,Kurnool Road,35.0,Male,Gun,West PS,Pending
C0260,FIR202500260,2025-11-08,05:45,Assault,Vizianagaram,RTC Complex,34.0,Male,Stick,Central PS,Pending
C0261,FIR202500261,2025-04-30,03:00,Theft,Ongole,Kurnool Road,58.0,Female,,West PS,Pending
C0262,FIR202500262,2025-07-27,01:50,Murder,Guntur,Brodipet,26.0,Male,Gun,East PS,Solved
C0263,FIR202400263,2024-07-28,07:10,Theft,Kurnool,Budhawarapeta,55.0,Female,,North PS,Solved
C0264,FIR202500264,2025-12-25,16:50,Cyber Crime,Eluru,Ashok Nagar,36.0,Male,,Central PS,Solved
C0265,FIR202500265,2025-09-13,09:00,Murder,Ongole,Kurnool Road,66.0,Male,Gun,South PS,Solved
C0266,FIR202500266,2025-05-07,06:40,Robbery,Nellore,Balaji Nagar,61.0,Male,Knife,Central PS,Pending
C0267,FIR202400267,2024-04-20,01:20,Assault,Eluru,Ashok Nagar,68.0,Male,Stick,East PS,Solved
C0268,FIR202400268,2024-06-08,03:40,Robbery,Guntur,Lakshmipuram,27.0,Female,Knife,West PS,Pending
C0269,FIR202500269,2025-08-09,10:35,Assault,Vijayawada,Benz Circle,24.0,Male,Stick,South PS,Pending
C0270,FIR202400270,2024-05-03,18:50,Robbery,Visakhapatnam,Seethammadhara,67.0,Female,Knife,East PS,Solved
C0271,FIR202400271,2024-04-01,14:10,Murder,Kurnool,Budhawarapeta,64.0,Male,Gun,West PS,Pending
C0272,FIR202500272,2025-04-19,00:35,Murder,Eluru,Ashok Nagar,21.0,Male,Gun,Central PS,Pending
C0273,FIR202400273,2024-03-10,07:40,Theft,Kurnool,Nandyal Checkpost,28.0,Male,,West PS,Pending
C0274,FIR202400274,2024-08-02,04:15,Robbery,Anantapur,Sapthagiri Circle,38.0,Male,Knife,East PS,Pending
C0275,FIR202400275,2024-01-19,05:05,Cyber Crime,Anantapur,Sapthagiri Circle,31.0,Male,,North PS,Solved
C0276,FIR202500276,2025-10-03,05:40,Theft,Hyderabad,LB Nagar,24.0,Female,,North PS,Pending
C0277,FIR202500277,2025-12-28,01:00,Robbery,Eluru,Ashok Nagar,19.0,Male,Knife,South PS,Pending
C0278,FIR202400278,2024-07-06,12:00,Murder,Visakhapatnam,Gajuwaka,52.0,Female,Gun,North PS,Solved
C0279,FIR202500279,2025-01-18,23:45,Murder,Tirupati,Bairagipatteda,18.0,Male,Gun,West PS,Solved
C0280,FIR202400280,2024-05-30,12:25,Murder,Kakinada,Sarpavaram,21.0,Male,Gun,South PS,Pending
C0281,FIR202400281,2024-01-05,21:00,Assault,Rajahmundry,Innespeta,20.0,Male,Stick,Central PS,Pending
C0282,FIR202500282,2025-08-16,04:40,Cyber Crime,Rajahmundry,Danavaipeta,22.0,Male,,South PS,Pending
C0283,FIR202500283,2025-04-26,23:15,Theft,Kakinada,Ramanayyapeta,55.0,Female,,East PS,Solved
C0284,FIR202400284,2024-08-05,02:10,Murder,Nellore,Balaji Nagar,43.0,Male,Gun,West PS,Solved
C0285,FIR202500285,2025-06-24,21:30,Assault,Rajahmundry,Danavaipeta,35.0,Female,Stick,Central PS,Pending
C0286,FIR202400286,2024-06-04,15:30,Cyber Crime,Tirupati,Alipiri,68.0,Male,,Central PS,Pending
C0287,FIR202500287,2025-05-15,12:45,Murder,Kadapa,YV Street,38.0,Female,Gun,South PS,Pending
C0288,FIR202500288,2025-10-14,06:00,Robbery,Kurnool,Budhawarapeta,21.0,Male,Knife,South PS,Solved
C0289,FIR202500289,2025-05-03,11:30,Theft,Eluru,Ashok Nagar,41.0,Female,,East PS,Pending
C0290,FIR202400290,2024-06-01,19:10,Theft,Anantapur,Sapthagiri Circle,26.0,Female,,West PS,Solved
C0291,FIR202500291,2025-07-05,12:50,Theft,Visakhapatnam,Madhurawada,37.0,Male,,Central PS,Solved
C0292,FIR202500292,2025-04-08,03:40,Cyber Crime,Kurnool,Nandyal Checkpost,67.0,Female,,East PS,Pending
C0293,FIR202400293,2024-02-17,20:25,Cyber Crime,Vizianagaram,RTC Complex,63.0,Male,,East PS,Solved
C0294,FIR202400294,2024-02-01,08:05,Cyber Crime,Vizianagaram,RTC Complex,44.0,Male,,Central PS,Pending
C0295,FIR202500295,2025-04-02,08:50,Assault,Vijayawada,Patamata,46.0,Male,Stick,South PS,Pending
C0296,FIR202400296,2024-01-04,21:55,Assault,Nellore,Magunta Layout,63.0,Male,Stick,Central PS,Solved
C0297,FIR202400297,2024-11-10,12:15,Robbery,Rajahmundry,Danavaipeta,31.0,Female,Knife,Central PS,Solved
C0298,FIR202500298,2025-03-14,06:35,Murder,Rajahmundry,Danavaipeta,59.0,Male,Gun,North PS,Solved
C0299,FIR202500299,2025-01-26,00:40,Robbery,Anantapur,Sapthagiri Circle,62.0,Male,Knife,Central PS,Pending
C0300,FIR202500300,2025-10-09,09:50,Theft,Vijayawada,Patamata,31.0,Male,,South PS,Pending
C0301,FIR202500301,2025-11-10,05:40,Cyber Crime,Kakinada,Ramanayyapeta,53.0,Female,,North PS,Solved
C0302,FIR202500302,2025-04-21,17:20,Assault,Tirupati,Alipiri,61.0,Male,Stick,Central PS,Pending
C0303,FIR202500303,2025-12-17,22:00,Assault,Kadapa,YV Street,22.0,Male,Stick,South PS,Pending
C0304,FIR202500304,2025-11-20,12:10,Theft,Kadapa,YV Street,57.0,Male,,Central PS,Solved
C0305,FIR202400305,2024-10-01,00:35,Murder,Vijayawada,Gunadala,19.0,Female,Gun,East PS,Pending
C0306,FIR202500306,2025-11-06,06:55,Murder,Hyderabad,LB Nagar,23.0,Female,Gun,South PS,Solved
C0307,FIR202400307,2024-08-30,10:25,Cyber Crime,Rajahmundry,Innespeta,37.0,Male,,East PS,Pending
C0308,FIR202400308,2024-01-17,13:55,Robbery,Hyderabad,Ameerpet,32.0,Male,Knife,West PS,Solved
C0309,FIR202400309,2024-06-17,17:30,Murder,Hyderabad,LB Nagar,21.0,Female,Gun,Central PS,Solved
C0310,FIR202400310,2024-01-16,07:15,Theft,Vijayawada,Kanuru,34.0,Female,,South PS,Pending
C0311,FIR202500311,2025-06-24,12:55,Murder,Ongole,Kurnool Road,44.0,Female,Gun,East PS,Pending
C0312,FIR202400312,2024-01-08,05:30,Cyber Crime,Kadapa,YV Street,29.0,Male,,South PS,Pending
C0313,FIR202500313,2025-12-13,08:45,Theft,Anantapur,Sapthagiri Circle,55.0,Male,,Central PS,Solved
C0314,FIR202500314,2025-10-16,03:25,Theft,Vizianagaram,RTC Complex,40.0,Male,,North PS,Pending
C0315,FIR202500315,2025-05-21,07:30,Assault,Kadapa,YV Street,67.0,Male,Stick,East PS,Solved
C0316,FIR202400316,2024-09-09,21:50,Robbery,Visakhapatnam,MVP Colony,30.0,Female,Knife,West PS,Pending
C0317,FIR202500317,2025-11-17,02:15,Cyber Crime,Anantapur,Sapthagiri Circle,56.0,Female,,West PS,Pending
C0318,FIR202500318,2025-06-28,15:50,Murder,Hyderabad,Madhapur,28.0,Female,Gun,East PS,Pending
C0319,FIR202400319,2024-01-16,15:20,Robbery,Visakhapatnam,Seethammadhara,47.0,Female,Knife,South PS,Pending
C0320,FIR202400320,2024-08-26,17:05,Murder,Hyderabad,Ameerpet,30.0,Female,Gun,North PS,Pending
C0321,FIR202400321,2024-06-03,17:00,Murder,Vizianagaram,RTC Complex,38.0,Female,Gun,West PS,Pending
C0322,FIR202400322,2024-12-09,13:20,Robbery,Eluru,Ashok Nagar,65.0,Female,Knife,South PS,Pending
C0323,FIR202500323,2025-11-21,04:10,Theft,Visakhapatnam,Madhurawada,68.0,Male,,South PS,Pending
C0324,FIR202400324,2024-02-13,12:30,Assault,Visakhapatnam,Gajuwaka,38.0,Male,Stick,North PS,Solved
C0325,FIR202400325,2024-10-26,04:15,Cyber Crime,Guntur,Arundelpet,23.0,Male,,North PS,Solved
C0326,FIR202500326,2025-12-13,05:55,Murder,Vijayawada,Kanuru,63.0,Female,Gun,Central PS,Pending
C0327,FIR202500327,2025-09-02,14:00,Assault,Hyderabad,Hitech City,53.0,Female,Stick,North PS,Pending
C0328,FIR202500328,2025-08-22,17:15,Assault,Kakinada,Jagannaickpur,48.0,Female,Stick,Central PS,Solved
C0329,FIR202500329,2025-11-05,14:25,Murder,Guntur,Lakshmipuram,27.0,Female,Gun,East PS,Pending
C0330,FIR202400330,2024-11-08,13:05,Assault,Visakhapatnam,Seethammadhara,47.0,Female,Stick,Central PS,Pending
C0331,FIR202400331,2024-11-12,01:20,Assault,Vijayawada,Patamata,44.0,Male,Stick,West PS,Pending
C0332,FIR202400332,2024-06-07,16:15,Cyber Crime,Ongole,Kurnool Road,29.0,Male,,Central PS,Pending
C0333,FIR202500333,2025-02-22,05:05,Cyber Crime,Vizianagaram,RTC Complex,20.0,Female,,North PS,Solved
C0334,FIR202500334,2025-01-26,14:05,Assault,Ongole,Kurnool Road,43.0,Male,Stick,East PS,Pending
C0335,FIR202400335,2024-09-18,23:35,Cyber Crime,Nellore,Balaji Nagar,30.0,Female,,South PS,Solved
C0336,FIR202500336,2025-07-18,22:05,Cyber Crime,Hyderabad,Begumpet,37.0,Male,,Central PS,Solved
C0337,FIR202500337,2025-09-27,17:25,Robbery,Kakinada,Jagannaickpur,57.0,Female,Knife,Central PS,Pending
C0338,FIR202500338,2025-06-02,14:55,Murder,Tirupati,Alipiri,36.0,Male,Gun,West PS,Pending
C0339,FIR202500339,2025-04-09,15:25,Theft,Kurnool,Budhawarapeta,21.0,Male,,West PS,Solved
C0340,FIR202400340,2024-02-05,10:25,Robbery,Nellore,Magunta Layout,41.0,Female,Knife,West PS,Pending
C0341,FIR202400341,2024-08-04,12:45,Robbery,Ongole,Kurnool Road,66.0,Female,Knife,Central PS,Solved
C0342,FIR202500342,2025-02-02,23:05,Robbery,Kurnool,Nandyal Checkpost,56.0,Female,Knife,West PS,Pending
C0343,FIR202400343,2024-11-10,12:55,Assault,Guntur,Brodipet,51.0,Male,Stick,East PS,Solved
C0344,FIR202500344,2025-04-15,00:55,Assault,Anantapur,Sapthagiri Circle,62.0,Female,Stick,Central PS,Solved
C0345,FIR202500345,2025-12-04,07:00,Murder,Tirupati,Alipiri,36.0,Male,Gun,North PS,Pending
C0346,FIR202400346,2024-07-27,10:50,Theft,Hyderabad,Ameerpet,22.0,Male,,East PS,Pending
C0347,FIR202500347,2025-04-10,16:30,Robbery,Kadapa,YV Street,25.0,Male,Knife,South PS,Solved
C0348,FIR202500348,2025-03-24,06:10,Theft,Vizianagaram,RTC Complex,53.0,Male,,West PS,Solved
C0349,FIR202400349,2024-09-30,06:00,Assault,Hyderabad,Begumpet,27.0,Female,Stick,Central PS,Pending
C0350,FIR202500350,2025-07-26,00:35,Assault,Hyderabad,Kukatpally,39.0,Male,Stick,Central PS,Pending
C0351,FIR202500351,2025-06-30,08:50,Theft,Eluru,Ashok Nagar,22.0,Male,,North PS,Solved
C0352,FIR202500352,2025-08-25,06:50,Assault,Kurnool,Nandyal Checkpost,62.0,Male,Stick,North PS,Solved
C0353,FIR202400353,2024-08-23,17:50,Assault,Vijayawada,Benz Circle,30.0,Female,Stick,East PS,Solved
C0354,FIR202500354,2025-07-09,00:10,Theft,Anantapur,Sapthagiri Circle,46.0,Male,,East PS,Solved
C0355,FIR202400355,2024-04-17,22:35,Murder,Vizianagaram,RTC Complex,46.0,Male,Gun,North PS,Pending
C0356,FIR202400356,2024-10-28,23:25,Assault,Rajahmundry,Danavaipeta,34.0,Male,Stick,West PS,Solved
C0357,FIR202500357,2025-10-18,22:55,Murder,Nellore,Magunta Layout,48.0,Male,Gun,Central PS,Pending
C0358,FIR202500358,2025-03-13,15:15,Assault,Rajahmundry,Innespeta,29.0,Female,Stick,North PS,Pending
C0359,FIR202400359,2024-08-31,05:15,Theft,Visakhapatnam,Madhurawada,57.0,Female,,North PS,Pending
C0360,FIR202400360,2024-08-10,08:20,Assault,Vijayawada,Gunadala,47.0,Male,Stick,Central PS,Pending
C0361,FIR202400361,2024-12-06,08:50,Robbery,Kakinada,Jagannaickpur,62.0,Female,Knife,North PS,Solved
C0362,FIR202400362,2024-06-21,09:50,Murder,Ongole,Kurnool Road,53.0,Female,Gun,Central PS,Pending
C0363,FIR202500363,2025-07-05,08:00,Murder,Ongole,Kurnool Road,36.0,Male,Gun,East PS,Solved
C0364,FIR202400364,2024-04-30,04:45,Theft,Visakhapatnam,Madhurawada,34.0,Male,,East PS,Solved
C0365,FIR202500365,2025-09-24,17:35,Theft,Vizianagaram,RTC Complex,51.0,Female,,South PS,Solved
C0366,FIR202500366,2025-01-15,05:35,Theft,Hyderabad,Gachibowli,65.0,Female,,West PS,Pending
C0367,FIR202400367,2024-09-09,15:25,Theft,Vijayawada,Kanuru,45.0,Male,,East PS,Pending
C0368,FIR202400368,2024-11-19,22:50,Cyber Crime,Kakinada,Jagannaickpur,47.0,Female,,Central PS,Pending
C0369,FIR202400369,2024-07-03,16:10,Assault,Vizianagaram,RTC Complex,69.0,Male,Stick,West PS,Pending
C0370,FIR202500370,2025-02-21,22:05,Assault,Rajahmundry,Innespeta,48.0,Female,Stick,Central PS,Pending
C0371,FIR202500371,2025-02-03,03:45,Robbery,Kakinada,Sarpavaram,46.0,Male,Knife,South PS,Solved
C0372,FIR202500372,2025-02-14,13:30,Robbery,Eluru,Ashok Nagar,19.0,Male,Knife,Central PS,Solved
C0373,FIR202500373,2025-04-22,15:35,Robbery,Anantapur,Sapthagiri Circle,63.0,Female,Knife,East PS,Pending
C0374,FIR202400374,2024-02-24,09:40,Cyber Crime,Vizianagaram,RTC Complex,52.0,Male,,North PS,Solved
C0375,FIR202400375,2024-09-17,17:20,Assault,Nellore,Balaji Nagar,59.0,Female,Stick,Central PS,Pending
C0376,FIR202400376,2024-11-15,12:40,Murder,Vijayawada,Benz Circle,69.0,Female,Gun,East PS,Solved
C0377,FIR202400377,2024-03-01,12:45,Robbery,Anantapur,Sapthagiri Circle,65.0,Female,Knife,West PS,Pending
C0378,FIR202400378,2024-08-12,20:20,Cyber Crime,Kadapa,YV Street,28.0,Male,,West PS,Solved
C0379,FIR202400379,2024-03-06,23:15,Robbery,Kadapa,YV Street,26.0,Male,Knife,East PS,Pending
C0380,FIR202400380,2024-10-10,07:05,Cyber Crime,Ongole,Kurnool Road,27.0,Female,,East PS,Solved
C0381,FIR202400381,2024-09-22,16:45,Theft,Ongole,Kurnool Road,34.0,Male,,Central PS,Pending
C0382,FIR202500382,2025-10-08,02:00,Cyber Crime,Kakinada,Sarpavaram,27.0,Male,,Central PS,Solved
C0383,FIR202400383,2024-10-20,18:15,Cyber Crime,Anantapur,Sapthagiri Circle,26.0,Female,,Central PS,Solved
C0384,FIR202400384,2024-07-06,23:25,Robbery,Ongole,Kurnool Road,23.0,Male,Knife,Central PS,Solved
C0385,FIR202500385,2025-10-03,05:25,Assault,Visakhapatnam,Seethammadhara,19.0,Female,Stick,South PS,Pending
C0386,FIR202500386,2025-09-01,07:35,Robbery,Guntur,Brodipet,63.0,Male,Knife,East PS,Pending
C0387,FIR202500387,2025-04-23,03:50,Cyber Crime,Vijayawada,Kanuru,31.0,Male,,North PS,Solved
C0388,FIR202400388,2024-08-30,13:30,Murder,Kadapa,YV Street,63.0,Male,Gun,East PS,Pending
C0389,FIR202500389,2025-12-14,07:10,Murder,Eluru,Ashok Nagar,30.0,Male,Gun,South PS,Solved
C0390,FIR202400390,2024-03-07,00:30,Theft,Vizianagaram,RTC Complex,41.0,Male,,North PS,Pending
C0391,FIR202500391,2025-07-17,16:40,Murder,Eluru,Ashok Nagar,50.0,Male,Gun,East PS,Pending
C0392,FIR202400392,2024-01-09,11:20,Assault,Vizianagaram,RTC Complex,63.0,Female,Stick,West PS,Solved
C0393,FIR202400393,2024-11-10,11:20,Robbery,Anantapur,Sapthagiri Circle,24.0,Male,Knife,North PS,Pending
C0394,FIR202400394,2024-12-01,02:40,Murder,Ongole,Kurnool Road,70.0,Female,Gun,East PS,Pending
C0395,FIR202500395,2025-12-16,06:05,Cyber Crime,Vizianagaram,RTC Complex,50.0,Male,,North PS,Solved
C0396,FIR202500396,2025-01-23,19:55,Theft,Vijayawada,Gunadala,62.0,Female,,Central PS,Pending
C0397,FIR202400397,2024-07-17,12:15,Assault,Rajahmundry,Danavaipeta,29.0,Female,Stick,East PS,Pending
C0398,FIR202500398,2025-06-03,15:30,Murder,Kurnool,Nandyal Checkpost,46.0,Female,Gun,East PS,Pending
C0399,FIR202500399,2025-01-07,09:40,Assault,Kurnool,Nandyal Checkpost,31.0,Female,Stick,North PS,Solved
C0400,FIR202400400,2024-08-23,17:50,Robbery,Guntur,Arundelpet,41.0,Female,Knife,North PS,Pending
C0401,FIR202500401,2025-03-24,21:55,Theft,Rajahmundry,Danavaipeta,53.0,Female,,East PS,Pending
C0402,FIR202400402,2024-10-23,19:35,Murder,Hyderabad,Gachibowli,31.0,Male,Gun,South PS,Solved
C0403,FIR202500403,2025-04-28,11:25,Cyber Crime,Rajahmundry,Innespeta,26.0,Male,,Central PS,Solved
C0404,FIR202400404,2024-07-14,01:50,Theft,Eluru,Ashok Nagar,24.0,Female,,East PS,Solved
C0405,FIR202400405,2024-09-03,23:25,Theft,Ongole,Kurnool Road,26.0,Female,,North PS,Pending
C0406,FIR202400406,2024-03-15,00:40,Theft,Hyderabad,Hitech City,46.0,Female,,South PS,Solved
C0407,FIR202400407,2024-12-05,10:40,Assault,Kakinada,Jagannaickpur,60.0,Female,Stick,North PS,Pending
C0408,FIR202400408,2024-01-28,21:40,Murder,Ongole,Kurnool Road,66.0,Female,Gun,West PS,Pending
C0409,FIR202500409,2025-11-25,00:20,Murder,Hyderabad,Kukatpally,24.0,Female,Gun,Central PS,Pending
C0410,FIR202400410,2024-05-09,19:40,Robbery,Kurnool,Budhawarapeta,63.0,Female,Knife,East PS,Solved
C0411,FIR202400411,2024-02-04,12:40,Robbery,Anantapur,Sapthagiri Circle,48.0,Female,Knife,South PS,Pending
C0412,FIR202500412,2025-06-24,18:20,Murder,Anantapur,Sapthagiri Circle,26.0,Male,Gun,Central PS,Solved
C0413,FIR202400413,2024-09-09,08:30,Cyber Crime,Kadapa,YV Street,70.0,Male,,Central PS,Solved
C0414,FIR202500414,2025-02-10,14:20,Robbery,Nellore,Balaji Nagar,68.0,Female,Knife,East PS,Solved
C0415,FIR202400415,2024-09-30,20:45,Robbery,Kurnool,Nandyal Checkpost,55.0,Female,Knife,North PS,Solved
C0416,FIR202500416,2025-07-03,19:00,Assault,Guntur,Brodipet,46.0,Female,Stick,Central PS,Solved
C0417,FIR202400417,2024-01-14,23:10,Cyber Crime,Kadapa,YV Street,68.0,Male,,West PS,Pending
C0418,FIR202500418,2025-02-08,22:10,Assault,Kakinada,Sarpavaram,63.0,Female,Stick,Central PS,Solved
C0419,FIR202400419,2024-06-29,16:00,Theft,Visakhapatnam,Dwaraka Nagar,45.0,Female,,South PS,Pending
C0420,FIR202400420,2024-01-11,01:25,Robbery,Kurnool,Budhawarapeta,29.0,Female,Knife,East PS,Solved
C0421,FIR202500421,2025-03-17,09:05,Cyber Crime,Nellore,Magunta Layout,45.0,Male,,West PS,Pending
C0422,FIR202500422,2025-06-02,21:30,Robbery,Hyderabad,LB Nagar,66.0,Male,Knife,Central PS,Solved
C0423,FIR202400423,2024-01-01,09:55,Murder,Eluru,Ashok Nagar,31.0,Female,Gun,South PS,Pending
C0424,FIR202400424,2024-07-15,12:20,Cyber Crime,Nellore,Magunta Layout,33.0,Female,,North PS,Pending
C0425,FIR202400425,2024-07-17,20:45,Theft,Anantapur,Sapthagiri Circle,53.0,Male,,South PS,Pending
C0426,FIR202400426,2024-12-15,05:30,Theft,Kadapa,YV Street,64.0,Male,,North PS,Solved
C0427,FIR202500427,2025-05-27,17:20,Assault,Hyderabad,Gachibowli,22.0,Female,Stick,Central PS,Pending
C0428,FIR202400428,2024-08-22,20:00,Theft,Tirupati,Bairagipatteda,21.0,Female,,Central PS,Solved
C0429,FIR202400429,2024-07-27,15:20,Robbery,Nellore,Balaji Nagar,46.0,Female,Knife,Central PS,Solved
C0430,FIR202400430,2024-03-14,10:35,Theft,Ongole,Kurnool Road,39.0,Female,,West PS,Solved
C0431,FIR202400431,2024-09-22,13:45,Theft,Tirupati,Alipiri,19.0,Male,,West PS,Solved
C0432,FIR202400432,2024-05-12,21:05,Assault,Guntur,Lakshmipuram,28.0,Male,Stick,East PS,Pending
C0433,FIR202400433,2024-08-09,10:35,Assault,Guntur,Lakshmipuram,53.0,Male,Stick,Central PS,Pending
C0434,FIR202400434,2024-05-24,07:55,Theft,Rajahmundry,Innespeta,37.0,Male,,South PS,Solved
C0435,FIR202400435,2024-01-13,15:50,Robbery,Hyderabad,LB Nagar,35.0,Female,Knife,Central PS,Pending
C0436,FIR202400436,2024-07-21,02:45,Murder,Anantapur,Sapthagiri Circle,46.0,Male,Gun,Central PS,Solved
C0437,FIR202400437,2024-09-23,19:00,Assault,Rajahmundry,Innespeta,49.0,Male,Stick,North PS,Solved
C0438,FIR202400438,2024-12-15,12:35,Theft,Hyderabad,Begumpet,65.0,Female,,Central PS,Pending
C0439,FIR202400439,2024-05-30,22:00,Assault,Rajahmundry,Innespeta,61.0,Male,Stick,East PS,Pending
C0440,FIR202400440,2024-08-30,13:05,Assault,Kakinada,Sarpavaram,20.0,Female,Stick,Central PS,Solved
C0441,FIR202500441,2025-09-30,20:45,Assault,Nellore,Magunta Layout,26.0,Female,Stick,North PS,Solved
C0442,FIR202500442,2025-07-26,23:00,Theft,Ongole,Kurnool Road,22.0,Female,,Central PS,Pending
C0443,FIR202400443,2024-07-02,03:20,Robbery,Tirupati,Alipiri,50.0,Male,Knife,North PS,Pending
C0444,FIR202400444,2024-01-22,07:40,Theft,Eluru,Ashok Nagar,66.0,Male,,Central PS,Solved
C0445,FIR202400445,2024-10-22,20:20,Cyber Crime,Vijayawada,Kanuru,30.0,Female,,West PS,Pending
C0446,FIR202400446,2024-11-21,21:50,Robbery,Visakhapatnam,Madhurawada,63.0,Male,Knife,West PS,Solved
C0447,FIR202500447,2025-04-18,04:25,Robbery,Eluru,Ashok Nagar,22.0,Female,Knife,Central PS,Pending
C0448,FIR202400448,2024-09-13,05:15,Murder,Hyderabad,LB Nagar,22.0,Female,Gun,South PS,Solved
C0449,FIR202500449,2025-10-10,04:45,Cyber Crime,Ongole,Kurnool Road,41.0,Male,,South PS,Pending
C0450,FIR202400450,2024-11-03,21:50,Robbery,Eluru,Ashok Nagar,69.0,Female,Knife,South PS,Pending
C0451,FIR202400451,2024-12-16,12:10,Assault,Visakhapatnam,Dwaraka Nagar,20.0,Male,Stick,South PS,Pending
C0452,FIR202500452,2025-07-05,08:50,Cyber Crime,Kadapa,YV Street,66.0,Female,,Central PS,Solved
C0453,FIR202500453,2025-03-30,10:50,Murder,Visakhapatnam,MVP Colony,61.0,Female,Gun,East PS,Solved
C0454,FIR202500454,2025-03-01,03:25,Cyber Crime,Tirupati,Alipiri,22.0,Male,,West PS,Solved
C0455,FIR202500455,2025-05-16,09:15,Theft,Kurnool,Budhawarapeta,63.0,Female,,South PS,Pending
C0456,FIR202500456,2025-04-14,04:30,Assault,Rajahmundry,Innespeta,47.0,Female,Stick,East PS,Pending
C0457,FIR202500457,2025-08-19,03:30,Robbery,Nellore,Balaji Nagar,37.0,Male,Knife,West PS,Solved
C0458,FIR202400458,2024-11-03,11:45,Theft,Hyderabad,LB Nagar,67.0,Female,,North PS,Pending
C0459,FIR202500459,2025-11-11,15:00,Cyber Crime,Vizianagaram,RTC Complex,63.0,Male,,North PS,Pending
C0460,FIR202400460,2024-06-22,21:35,Cyber Crime,Ongole,Kurnool Road,68.0,Female,,North PS,Pending
C0461,FIR202500461,2025-03-19,04:15,Murder,Eluru,Ashok Nagar,36.0,Female,Gun,North PS,Pending
C0462,FIR202400462,2024-05-24,19:55,Murder,Ongole,Kurnool Road,55.0,Female,Gun,South PS,Pending
C0463,FIR202400463,2024-11-13,17:50,Cyber Crime,Guntur,Arundelpet,34.0,Female,,East PS,Solved
C0464,FIR202500464,2025-06-12,00:55,Cyber Crime,Guntur,Lakshmipuram,37.0,Male,,South PS,Solved
C0465,FIR202500465,2025-12-01,19:00,Cyber Crime,Hyderabad,Kukatpally,30.0,Male,,North PS,Pending
C0466,FIR202500466,2025-08-03,15:50,Murder,Hyderabad,LB Nagar,64.0,Male,Gun,West PS,Pending
C0467,FIR202500467,2025-04-10,13:15,Robbery,Visakhapatnam,Dwaraka Nagar,49.0,Female,Knife,East PS,Pending
C0468,FIR202400468,2024-11-16,20:00,Assault,Ongole,Kurnool Road,47.0,Male,Stick,Central PS,Pending
C0469,FIR202400469,2024-03-01,04:05,Murder,Vijayawada,Patamata,54.0,Female,Gun,Central PS,Solved
C0470,FIR202500470,2025-03-08,12:05,Theft,Nellore,Balaji Nagar,20.0,Male,,South PS,Solved
